url,page_type,reasoning
https://www.bulk.com/uk/products/caffeine-tablets/bpb-caff-t000,product_details_page,"The page contains details about a specific product (Caffeine 200mg 100 Tablets) that is offered for sale. It includes both a regular price and a final price, as well as an action to buy or add the product to the cart."
https://www.bulk.com/uk/products/calcium-vitamin-d3-vitamin-k1-capsules-1000mg/bpb-cvdk-0000,product_details_page,"The page contains detailed information about a specific product, Calcium + Vitamin D3 + Vitamin K1 Capsules, including a price (£7.99), and features a call to action indicating that it can be purchased."
https://www.bulk.com/uk/products/cashew-butter/bpf-cbut,product_details_page,"The page provides detailed information about a specific product (Cashew Butter), including its price, options for flavors and sizes, as well as a clear buy or add to cart action."
https://www.bulk.com/uk/products/cashew-nut-butter-crunchy-1kg-tub-natural-cashew-butter/bpf-cbut-crun-1000,product_details_page,"The page contains detailed information about a specific product (Cashew Butter - Crunchy 1kg) that is available for purchase, including its price (£7.99), a description, benefits, and a clear call to action for buying the product."
https://www.bulk.com/uk/products/chia-seeds/bpf-chia,product_details_page,"The page contains detailed information about a specific product (Chia Seeds), including price, description, size options, and a clear indication of purchasing options."
https://www.bulk.com/uk/products/chromium-picolinate-tablets/bpb-cpic-0000,product_details_page,"The page provides detailed information about a specific product, Chromium Picolinate Tablets, including its price, quantity, description, benefits, and includes an option to purchase the product."
https://www.bulk.com/uk/products/citrulline-malate/bpb-cmal-0000,product_details_page,"The page offers a specific product (Citrulline Malate) for sale, displaying a price, a discount, and includes an action to purchase or add to cart."
https://www.bulk.com/uk/products/cla-conjugated-linoleic-acid-softgels/bpb-cla-0000,product_details_page,"The page provides detailed information about a single product, Conjugated Linoleic Acid Softgels, including price, quantity, description, and availability, and includes an option to buy the product."
https://www.bulk.com/uk/products/classic-shaker-bottle/bace-csbo,product_details_page,"The page contains detailed information about a specific product, the Classic™ Shaker Bottle, including its price, description, and an action to buy or add to cart."
https://www.bulk.com/uk/products/clear-all-in-one/bble-cwa1,product_details_page,"The page contains details about a specific product 'Clear Whey All In One' including its price, product description, and options to purchase, which clearly indicates it is a product details page."
https://www.bulk.com/uk/products/clear-vegan-protein/vser-cveg,product_details_page,"The page contains detailed information about a single product, 'Clear Vegan Protein', including its price (£21.99), a description, and instructions for purchase, thus qualifying it as a product details page."
https://www.bulk.com/uk/products/clear-whey-isolate/bpb-cwhe,product_details_page,"The page contains specific information about the 'Clear Whey Isolate' product, including pricing (£23.99), various flavours and sizes, a description, and direct purchasing options, which qualifies it as a product details page."
https://www.bulk.com/uk/products/cluster-dextrin/bpb-cdex-0000,product_details_page,"The page provides detailed information about a specific product, Highly Branched Cyclic Dextrin, including its price, sizes available, description, directions, and nutritional information, along with an option to purchase it."
https://www.bulk.com/uk/products/co-enzyme-q10-capsules-50mg/bpb-cq10,product_details_page,"The page provides details for a specific product, Co Enzyme Q10 Capsules 50mg, and includes a price (Final Price: £9.99) along with actions related to purchasing the product."
https://www.bulk.com/uk/products/co-enzyme-q10-coq10/bpb-coq-0000,product_details_page,"The page provides detailed information about a specific product (Co Enzyme Q10), including its price, description, size, and instructions. It offers a final price and clear purchasing options, indicating it is designed for direct sale."
https://www.bulk.com/uk/products/coconut-peanut-butter/bpf-pbut-cnut,product_details_page,"The page contains detailed information about a specific product, Coconut Peanut Butter, including the price (£7.49), a clear description of the product, its benefits, usage instructions, and an action to buy or add to cart, which qualifies it as a product details page."
https://www.bulk.com/uk/products/cod-liver-oil-softgels/bpb-clo-0000,product_details_page,"The page provides detailed information about a specific product, Cod Liver Oil Softgels, including a final price, the option to purchase, and a comprehensive description of the product's features and benefits."
https://www.bulk.com/uk/products/cognizin-capsules/bpb-cogc-0125,product_details_page,"The page offers a single product, Cognizin® Capsules, for sale, presents its price, and includes an action to buy or add to cart."
https://www.bulk.com/uk/products/collagen-coffee/bpf-pcof,product_details_page,"The page provides detailed information about a specific product, 'Collagen Coffee', including its price, flavors, description, and purchase options, along with a prominent call to action to buy the product."
https://www.bulk.com/uk/products/collagen-gummies/bpb-gumy-co,product_details_page,"The page provides detailed information about a specific product, 'Collagen Gummies', including its price, a buy action, and various features such as flavor, quantity options, description, and directions for use."
https://www.bulk.com/uk/products/collagen-hot-chocolate/bpf-phot,product_details_page,"The page contains detailed information about a single product, 'Collagen Hot Chocolate', including its price, description, benefits, and purchasing options, which confirms it as a product details page."
https://www.bulk.com/uk/products/collagen-vitamin-c/bpb-coll-vitc,product_details_page,"The page provides detailed information about a specific product, Collagen & Vitamin C, including its price (£14.99), descriptions, flavours, sizes, directions for use, and an action to purchase, which classifies it as a product details page."
https://www.bulk.com/uk/products/colostrum/bpb-colo-0000,product_details_page,"The page provides detailed information about a single product, Colostrum, including its price, size options, description, and a clear action to buy or add to cart."
https://www.bulk.com/uk/products/complete-all-in-one/bble-cai1,product_details_page,"The page provides detailed information about a specific product, 'All In One Recovery', including its price, features, description, and buying options."
https://www.bulk.com/uk/products/complete-anti-estrogen/bble-cant,product_details_page,"The page offers a specific product, Complete Anti-E™, for sale with a clear price and purchasing options."
https://www.bulk.com/uk/products/complete-bedtime/bble-cbti,product_details_page,"The page provides detailed information about a single product (Bedtime Protein Shake) including its price, options to select size and flavor, and a clear call to action for purchasing the product."
https://www.bulk.com/uk/products/complete-bio-culture/bble-cpro,product_details_page,"The page provides detailed information about a specific product, Complete Bio-Culture™, including its price, which is listed as £9.49, and prompts the user to consider the options to purchase, qualifying it as a product details page."
https://www.bulk.com/uk/products/complete-breakfast-protein-smoothie/bble-cbsm,product_details_page,"The page includes a detailed description of a specific product (Breakfast Smoothie) along with pricing information, discount details, and an action to purchase the product, which qualifies it as a product details page."
https://www.bulk.com/uk/products/complete-diet-protein-advanced/bble-cdpa,product_details_page,"The page provides detailed information about a specific product, the Diet Protein Shake, including its price, description, ingredients, and purchasing options, which qualifies it as a product details page."
https://www.bulk.com/uk/products/complete-fruits/bble-cred,product_details_page,"The page contains detailed information about a specific product called Complete Fruits™, which includes a price (£25.99), a discount from the regular price (£39.99), and an option to purchase the product. All necessary information for it to be classified as a product details page is present."
https://www.bulk.com/uk/products/complete-greens/bble-cgre,product_details_page,"The page provides comprehensive details about a specific product, Complete Greens™, including its price, description, sizes, flavours, and purchasing options, all of which indicate it is a product details page."
https://www.bulk.com/uk/products/complete-greenstm-peach-mango-100g/bble-gree-pman-0100,product_details_page,"The page presents a single product, Complete Greens™ - Peach & Mango 100g, with a clear price listed (£4.49) and includes an action to buy or add the product to cart."
https://www.bulk.com/uk/products/complete-high-protein-pancakes-peanut-butter-1kg/bble-chpp-pbut-1000,product_details_page,"The page provides detailed information about a single product, 'Protein Pancake Mix - Peanut Butter 1kg', including its price, description, ingredients, and instructions for use, along with an action to purchase the product."
https://www.bulk.com/uk/products/complete-high-protein-pancakes-peanut-butter-500g/bble-chpp-pbut-0500,product_details_page,"The page is detailing a specific product, 'Protein Pancake Mix - Peanut Butter 500g', which is offered for sale. It includes a price, promotional details, and has actions related to purchasing the product."
https://www.bulk.com/uk/products/complete-hydration-drink/bble-chyd,product_details_page,"The page describes a specific product, the Hydration Drink, providing a price, options to select flavors and sizes, and includes a purchase option (add to cart)."
https://www.bulk.com/uk/products/complete-intra-workout/bble-ciwo,product_details_page,"The page provides detailed information about a specific product, including its price, ingredients, directions, and other relevant details, along with an option to purchase it."
https://www.bulk.com/uk/products/complete-joint-restore/bble-cjre,product_details_page,"The page contains detailed information about a single product, 'Joint Restore', including price, a buy action, and extensive descriptions of its benefits, ingredients, and usage directions."
https://www.bulk.com/uk/products/complete-lean-mass-gainer/bble-clma,product_details_page,"The page provides detailed information about a single product, Lean Mass Gainer, including its price (£34.49), flavors, sizes, description, ingredients, and directions for use. It includes a clear action to buy the product."
https://www.bulk.com/uk/products/complete-lean-mass-strawberry-2-5kg-1/bble-clma-stra-2500-v2,product_details_page,"The page provides detailed information about a specific product, 'Lean Mass Gainer - Strawberry 2.5kg', including price details with a final price and a savings offer, as well as descriptions, benefits, directions, and ingredient information. It also includes an action to buy the product."
https://www.bulk.com/uk/products/complete-lean-mass-strawberry-5kg-1/bble-clma-stra-5000-v2,product_details_page,"The page offers a specific product (Lean Mass Gainer - Strawberry 5kg) for sale, includes a final price (£59.99), and contains a clear action to purchase or add to cart."
https://www.bulk.com/uk/products/complete-lean-masstm-strawberry-1kg-1/bble-clma-stra-1000-v2,product_details_page,"The page contains detailed information about a specific product, the Lean Mass Gainer - Strawberry 1kg, including a price, a description, ingredients, directions for use, and options to buy or add to cart."
https://www.bulk.com/uk/products/complete-mass-gainer/bble-cmas,product_details_page,"The page provides detailed information about a specific product, 'Mass Gainer', including its price, multiple buying options, flavors, and a clear call to action for purchasing the product."
